satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,Quit_the_Company,promotion_last_5years,Departments,salary,employee_id
0.61,0.67,4,151,3,0,0,0,IT,high,EMP10594
0.78,0.7,4,139,3,0,0,0,IT,low,EMP10595
0.55,0.93,5,196,3,0,0,0,IT,medium,EMP10596
0.2,0.97,4,237,5,0,0,0,IT,medium,EMP10597
0.79,0.44,2,236,3,0,0,0,IT,medium,EMP10598
0.52,0.98,4,265,3,0,0,0,product_mng,medium,EMP10599
0.97,0.52,4,207,3,0,0,0,product_mng,low,EMP10600
0.63,0.94,4,219,3,0,0,0,product_mng,low,EMP10601
0.85,0.99,3,208,2,0,0,0,product_mng,low,EMP10602
0.59,0.74,3,240,3,0,0,0,IT,low,EMP10603
0.64,0.6,3,135,3,0,0,0,RandD,low,EMP10604
0.8,0.67,3,236,3,1,0,0,RandD,low,EMP10605
0.61,0.75,3,140,3,0,0,0,RandD,low,EMP10606
0.87,0.61,3,162,2,0,0,0,RandD,low,EMP10607
0.75,0.59,3,117,3,1,0,0,RandD,medium,EMP10608
0.96,0.51,4,225,3,0,0,0,marketing,medium,EMP10609
0.75,0.92,3,211,3,0,0,0,sales,medium,EMP10610
0.19,0.58,4,173,5,0,0,0,accounting,medium,EMP10611
0.52,0.97,4,170,3,0,0,0,support,medium,EMP10612
0.6,0.6,3,242,3,0,0,0,technical,medium,EMP10613
0.9,0.81,4,175,3,0,0,0,management,medium,EMP10614
0.89,0.92,3,195,2,0,0,0,marketing,medium,EMP10615
0.54,0.93,4,184,2,1,0,0,marketing,medium,EMP10616
0.99,0.55,3,170,3,0,0,0,marketing,medium,EMP10617
0.66,0.56,4,185,3,0,0,0,sales,medium,EMP10618
0.92,0.64,4,259,2,0,0,0,sales,medium,EMP10619
0.19,0.72,4,102,3,0,0,0,sales,medium,EMP10620
0.39,0.37,5,156,4,0,0,0,sales,medium,EMP10621
0.41,0.68,3,191,4,0,0,0,sales,medium,EMP10622
0.6,0.49,3,239,2,0,0,0,sales,medium,EMP10623
0.95,0.54,4,235,4,0,0,0,sales,medium,EMP10624
0.51,0.87,2,130,4,0,0,0,sales,medium,EMP10625
0.54,0.74,2,166,3,0,0,0,sales,medium,EMP10626
0.16,0.54,5,206,5,0,0,0,sales,medium,EMP10627
0.98,0.77,3,191,2,0,0,0,sales,medium,EMP10628
0.65,0.75,3,214,3,0,0,0,sales,medium,EMP10629
0.38,0.5,3,196,3,0,0,0,sales,medium,EMP10630
0.95,0.71,4,151,4,0,0,0,sales,medium,EMP10631
0.6,0.62,5,165,2,0,0,0,sales,medium,EMP10632
0.78,0.91,3,177,2,0,0,0,sales,high,EMP10633
0.19,0.63,6,241,6,0,0,0,sales,high,EMP10634
0.56,0.99,4,230,3,0,0,0,sales,high,EMP10635
0.21,0.71,4,270,2,0,0,0,sales,high,EMP10636
0.83,0.71,3,234,4,0,0,0,accounting,high,EMP10637
0.5,0.64,3,257,2,1,0,0,accounting,high,EMP10638
0.74,0.87,5,264,3,0,0,0,accounting,high,EMP10639
0.75,0.83,4,133,4,0,0,0,hr,high,EMP10640
0.85,0.66,4,155,4,0,0,0,hr,high,EMP10641
0.93,0.59,3,202,2,0,0,0,hr,high,EMP10642
0.76,0.7,3,136,2,0,0,0,hr,high,EMP10643
0.91,0.78,3,269,3,1,0,0,technical,high,EMP10644
0.22,0.54,6,169,4,0,0,0,technical,low,EMP10645
0.78,0.52,5,192,3,1,0,0,technical,low,EMP10646
0.53,0.8,4,241,3,1,0,0,technical,low,EMP10647
0.58,0.69,4,165,3,0,0,0,technical,low,EMP10648
0.99,0.81,3,183,2,0,0,0,technical,low,EMP10649
0.62,0.64,4,163,3,0,0,0,technical,low,EMP10650
0.59,0.69,3,162,3,0,0,0,technical,low,EMP10651
0.13,0.76,5,219,4,0,0,0,technical,low,EMP10652
0.19,0.63,4,278,6,0,0,0,technical,low,EMP10653
0.94,0.99,2,273,4,0,0,0,technical,low,EMP10654
0.53,0.96,4,272,2,0,0,0,support,low,EMP10655
0.96,0.85,5,168,2,0,0,0,support,low,EMP10656
0.62,0.87,4,221,3,1,0,0,support,low,EMP10657
0.81,0.86,4,213,3,0,0,0,support,low,EMP10658
0.63,0.78,4,275,3,0,0,0,support,low,EMP10659
0.92,0.68,5,177,4,0,0,0,support,medium,EMP10660
0.83,0.74,4,249,2,0,0,0,support,medium,EMP10661
0.49,0.37,5,246,3,0,0,0,support,medium,EMP10662
0.8,0.66,4,223,3,0,0,0,support,medium,EMP10663
0.54,0.76,4,244,2,0,0,0,support,medium,EMP10664
0.37,0.72,3,169,2,1,0,0,support,medium,EMP10665
0.93,0.56,5,140,3,0,0,0,technical,medium,EMP10666
0.88,0.99,5,253,2,0,0,0,technical,medium,EMP10667
0.79,0.87,3,194,2,0,0,0,technical,medium,EMP10668
0.65,0.88,4,173,3,0,0,0,management,medium,EMP10669
0.72,0.7,4,172,3,0,0,0,IT,medium,EMP10670
0.58,0.49,3,167,3,0,0,0,IT,medium,EMP10671
0.37,0.51,2,153,3,0,0,0,IT,high,EMP10672
0.87,0.97,4,243,3,0,0,0,IT,high,EMP10673
0.63,0.72,6,163,4,0,0,0,IT,high,EMP10674
0.72,0.79,3,221,3,0,0,0,product_mng,high,EMP10675
0.36,0.55,3,191,3,0,0,0,product_mng,high,EMP10676
0.96,0.7,4,272,3,0,0,0,product_mng,high,EMP10677
0.52,0.37,2,118,2,0,0,0,product_mng,high,EMP10678
0.16,0.83,5,173,4,0,0,0,IT,high,EMP10679
0.63,0.55,4,200,3,1,0,0,RandD,low,EMP10680
0.92,0.76,5,132,3,1,0,0,RandD,low,EMP10681
0.82,0.49,4,180,2,0,0,0,RandD,low,EMP10682
0.18,0.54,4,145,5,0,0,0,RandD,low,EMP10683
0.73,0.48,4,139,2,0,0,0,RandD,low,EMP10684
0.44,0.61,5,230,6,0,0,0,marketing,low,EMP10685
0.73,0.62,4,247,4,0,0,0,sales,low,EMP10686
0.62,0.95,4,140,2,0,0,0,accounting,low,EMP10687
0.94,0.8,4,266,3,1,0,0,support,medium,EMP10688
0.76,0.74,4,261,3,0,0,0,technical,medium,EMP10689
0.89,0.49,4,275,3,0,0,0,management,medium,EMP10690
0.9,0.88,5,254,2,0,0,0,marketing,medium,EMP10691
1,0.93,5,231,2,0,0,0,marketing,medium,EMP10692
0.71,0.9,3,138,3,0,0,0,marketing,medium,EMP10693
0.73,0.97,4,163,3,0,0,0,sales,medium,EMP10694
0.97,0.9,5,262,3,0,0,0,sales,medium,EMP10695
0.6,0.59,4,201,3,0,0,0,sales,medium,EMP10696
0.82,0.67,3,229,3,0,0,0,sales,medium,EMP10697
0.95,0.48,4,228,2,0,0,0,sales,medium,EMP10698
0.88,0.65,5,228,3,0,0,0,sales,medium,EMP10699
0.79,0.49,3,273,3,0,0,0,sales,medium,EMP10700
0.52,0.96,4,171,2,0,0,0,sales,medium,EMP10701
0.22,0.61,3,148,5,0,0,0,sales,medium,EMP10702
0.59,0.96,5,211,3,0,0,0,sales,medium,EMP10703
0.84,0.64,2,211,3,0,0,0,sales,medium,EMP10704
0.54,0.41,3,175,3,0,0,0,sales,medium,EMP10705
1,0.86,4,245,4,0,0,0,sales,medium,EMP10706
0.93,0.59,3,273,2,1,0,0,sales,medium,EMP10707
0.96,0.55,3,225,4,1,0,0,sales,medium,EMP10708
0.56,0.41,5,152,3,0,0,0,sales,medium,EMP10709
0.49,0.66,5,194,3,0,0,0,sales,medium,EMP10710
0.89,0.51,4,185,3,1,0,0,sales,high,EMP10711
0.57,0.91,3,193,2,0,0,0,sales,low,EMP10712
0.96,0.64,3,166,2,0,0,0,accounting,medium,EMP10713
0.65,0.89,5,223,3,1,0,0,accounting,medium,EMP10714
0.14,0.66,5,281,4,1,0,0,accounting,medium,EMP10715
0.64,0.49,3,241,3,0,0,0,hr,medium,EMP10716
0.98,0.91,3,165,2,1,0,0,hr,medium,EMP10717
0.71,0.59,4,143,2,0,0,0,hr,medium,EMP10718
0.96,0.49,5,137,3,0,0,0,hr,medium,EMP10719
0.9,0.57,4,185,3,1,0,0,technical,medium,EMP10720
0.52,0.96,3,271,3,1,0,0,technical,medium,EMP10721
0.78,0.98,4,207,2,1,0,0,technical,medium,EMP10722
0.62,0.69,4,184,3,0,0,0,technical,low,EMP10723
0.6,0.8,4,253,2,0,0,0,technical,low,EMP10724
0.82,0.62,3,152,6,0,0,0,technical,low,EMP10725
0.52,0.55,3,225,2,0,0,0,technical,low,EMP10726
0.13,0.84,5,189,5,0,0,0,technical,low,EMP10727
0.97,0.93,3,153,2,0,0,0,technical,low,EMP10728
0.63,0.9,4,245,3,0,0,0,technical,low,EMP10729
0.68,0.78,5,233,3,0,0,0,technical,high,EMP10730
0.74,0.83,4,210,3,0,0,0,support,low,EMP10731
0.89,0.57,4,176,4,0,0,0,support,high,EMP10732
0.28,0.95,5,191,3,0,0,0,support,high,EMP10733
0.61,0.9,3,224,3,0,0,0,support,low,EMP10734
0.67,0.49,3,185,3,0,0,0,support,low,EMP10735
0.86,0.64,3,245,4,0,0,0,support,high,EMP10736
0.87,0.93,3,173,2,0,0,0,support,low,EMP10737
0.7,0.95,4,231,3,0,0,0,support,medium,EMP10738
0.68,0.84,3,270,3,0,0,0,support,high,EMP10739
0.69,0.75,5,196,3,0,0,0,support,medium,EMP10740
0.97,0.83,3,238,2,0,0,0,support,medium,EMP10741
0.62,0.89,4,261,2,0,0,0,technical,medium,EMP10742
0.55,0.87,3,201,2,0,0,0,technical,medium,EMP10743
0.61,0.73,3,252,3,0,0,0,technical,high,EMP10744
0.15,0.81,3,191,5,0,0,0,management,medium,EMP10745
0.84,0.86,3,199,3,0,0,0,IT,medium,EMP10746
0.87,0.64,5,234,2,1,0,0,IT,medium,EMP10747
0.93,0.86,4,192,4,0,0,0,IT,high,EMP10748
0.14,0.73,6,237,5,0,0,0,IT,medium,EMP10749
0.96,0.7,3,207,3,0,0,0,IT,high,EMP10750
0.41,0.63,2,145,2,0,0,0,product_mng,low,EMP10751
0.84,0.96,6,155,5,0,0,0,product_mng,medium,EMP10752
0.94,0.69,5,145,2,0,0,0,product_mng,medium,EMP10753
0.6,0.86,6,247,6,0,0,0,product_mng,medium,EMP10754
0.7,0.73,4,182,3,0,0,0,IT,medium,EMP10755
0.29,0.91,4,183,4,0,0,0,RandD,low,EMP10756
0.31,0.51,2,146,3,0,0,0,RandD,low,EMP10757
0.73,0.99,3,241,3,0,0,0,RandD,low,EMP10758
0.51,0.52,5,261,3,1,0,0,RandD,low,EMP10759
0.58,0.77,4,140,3,0,0,0,RandD,low,EMP10760
0.59,0.97,3,257,3,0,0,0,marketing,low,EMP10761
0.95,0.9,3,186,2,0,0,0,marketing,low,EMP10762
0.84,0.93,3,159,3,0,0,0,sales,low,EMP10763
0.28,0.37,3,164,4,1,0,0,accounting,low,EMP10764
0.94,0.52,4,217,6,1,0,0,support,low,EMP10765
0.49,0.59,4,137,4,0,0,0,technical,high,EMP10766
0.72,0.5,4,164,2,1,0,0,management,low,EMP10767
0.19,0.85,5,249,3,0,0,0,marketing,low,EMP10768
0.83,0.95,3,264,2,0,0,0,marketing,low,EMP10769
0.79,0.92,4,208,2,1,0,0,marketing,low,EMP10770
0.72,0.61,3,175,3,0,0,0,sales,high,EMP10771
0.97,0.74,4,209,2,0,0,0,sales,low,EMP10772
0.92,0.83,4,268,4,0,0,0,sales,low,EMP10773
0.95,0.53,3,264,3,0,0,0,sales,low,EMP10774
0.76,0.64,4,234,2,0,0,0,sales,high,EMP10775
0.24,0.62,5,199,4,0,0,0,sales,low,EMP10776
0.89,0.99,4,205,2,0,0,1,sales,medium,EMP10777
0.69,0.63,5,140,4,0,0,1,sales,high,EMP10778
0.92,0.98,3,257,3,0,0,1,sales,medium,EMP10779
0.79,0.61,4,227,2,0,0,1,sales,high,EMP10780
0.87,0.94,4,189,3,0,0,1,sales,medium,EMP10781
0.89,0.88,5,241,2,1,0,0,sales,medium,EMP10782
0.75,0.77,5,199,4,0,0,0,sales,medium,EMP10783
0.78,0.6,4,206,3,0,0,0,sales,medium,EMP10784
0.13,0.62,5,268,3,0,0,0,sales,medium,EMP10785
0.94,0.86,3,221,3,1,0,0,sales,medium,EMP10786
0.94,0.88,4,262,2,0,0,0,sales,medium,EMP10787
0.67,0.6,5,253,6,0,0,0,sales,medium,EMP10788
0.6,0.73,5,241,3,0,0,0,sales,high,EMP10789
0.62,0.94,4,252,4,0,0,0,accounting,low,EMP10790
0.38,0.52,2,171,3,0,0,0,accounting,medium,EMP10791
0.8,0.77,4,194,3,0,0,0,accounting,medium,EMP10792
0.61,0.42,3,104,2,0,0,0,hr,medium,EMP10793
0.61,0.56,4,176,3,0,0,0,hr,medium,EMP10794
0.66,0.8,4,192,3,0,0,0,hr,medium,EMP10795
0.56,0.74,3,154,2,0,0,0,hr,medium,EMP10796
1,0.55,4,186,4,1,0,0,technical,medium,EMP10797
0.73,0.86,3,200,4,0,0,0,technical,medium,EMP10798
0.6,0.66,4,132,4,0,0,0,technical,medium,EMP10799
0.78,0.59,5,236,3,0,0,0,technical,high,EMP10800
0.48,0.53,3,211,4,0,0,0,technical,low,EMP10801
0.9,0.77,4,273,2,0,0,0,technical,low,EMP10802
0.16,0.76,4,223,4,0,0,0,technical,low,EMP10803
0.5,0.75,3,204,2,0,0,0,technical,high,EMP10804
0.66,0.65,3,196,3,1,0,0,technical,low,EMP10805
0.44,0.37,2,219,2,0,0,0,technical,low,EMP10806
0.95,0.67,4,261,3,0,0,0,technical,low,EMP10807
0.9,0.65,3,254,2,0,0,0,support,high,EMP10808
0.27,0.48,4,185,2,0,0,0,support,low,EMP10809
0.51,0.74,6,98,3,0,0,0,support,low,EMP10810
0.68,0.76,3,260,4,0,0,0,support,low,EMP10811
0.97,0.93,5,137,2,1,0,0,support,low,EMP10812
0.91,0.75,4,159,3,1,0,0,support,low,EMP10813
0.76,0.88,5,265,4,0,0,0,support,low,EMP10814
0.88,0.61,4,177,4,1,0,0,support,low,EMP10815
0.83,0.73,4,247,2,0,0,0,support,medium,EMP10816
0.78,0.54,3,161,3,0,0,0,support,medium,EMP10817
0.52,0.38,2,103,3,0,0,0,support,medium,EMP10818
0.63,0.49,4,151,3,0,0,0,technical,medium,EMP10819
0.9,0.74,3,193,3,0,0,0,technical,medium,EMP10820
0.48,0.58,3,194,3,0,0,0,technical,medium,EMP10821
0.7,0.6,5,208,3,0,0,0,management,medium,EMP10822
0.68,0.66,4,229,3,0,0,0,IT,medium,EMP10823
0.7,0.87,3,166,2,0,0,0,IT,medium,EMP10824
0.77,0.5,3,141,3,0,0,0,IT,medium,EMP10825
0.73,0.93,3,249,2,0,0,0,IT,medium,EMP10826
0.87,0.48,4,264,3,0,0,0,IT,medium,EMP10827
0.65,0.98,3,252,2,0,0,0,product_mng,high,EMP10828
0.62,0.7,2,134,3,0,0,0,product_mng,low,EMP10829
0.53,0.51,3,274,2,1,0,0,product_mng,medium,EMP10830
0.59,0.39,5,200,4,0,0,0,product_mng,medium,EMP10831
0.87,0.72,2,154,3,0,0,0,IT,medium,EMP10832
0.47,0.53,3,111,4,0,0,0,RandD,medium,EMP10833
0.96,0.81,3,247,3,0,0,0,RandD,low,EMP10834
0.79,0.74,3,169,3,0,0,0,RandD,low,EMP10835
0.84,0.6,3,250,3,1,0,0,RandD,low,EMP10836
0.68,0.49,3,178,3,1,0,0,RandD,low,EMP10837
0.86,0.66,4,251,3,0,0,0,RandD,low,EMP10838
0.73,0.98,5,272,2,0,0,0,marketing,low,EMP10839
0.9,0.67,2,229,4,0,0,0,sales,low,EMP10840
0.63,0.64,3,180,3,0,0,0,accounting,low,EMP10841
0.71,0.72,3,271,2,0,0,0,support,low,EMP10842
0.71,0.68,5,226,3,0,0,0,technical,low,EMP10843
0.95,0.62,4,150,2,0,0,0,management,low,EMP10844
0.51,0.86,4,260,3,1,0,0,marketing,low,EMP10845
0.77,0.91,4,161,3,0,0,0,marketing,low,EMP10846
0.48,0.51,3,136,3,0,0,0,marketing,low,EMP10847
0.93,0.91,2,238,2,1,0,0,sales,low,EMP10848
0.83,0.86,4,98,4,0,0,0,sales,low,EMP10849
0.61,0.73,5,156,4,0,0,0,sales,low,EMP10850
0.97,0.89,4,248,2,0,0,0,sales,low,EMP10851
0.5,0.81,3,170,2,0,0,0,sales,low,EMP10852
0.84,0.54,3,245,3,0,0,0,sales,low,EMP10853
0.58,0.38,4,203,5,0,0,0,sales,low,EMP10854
0.59,0.72,3,182,3,0,0,0,sales,medium,EMP10855
0.77,0.83,3,175,3,0,0,1,sales,medium,EMP10856
0.78,0.4,4,145,5,1,0,1,sales,medium,EMP10857
0.6,0.96,4,220,3,1,0,1,sales,medium,EMP10858
0.53,0.77,4,259,2,1,0,1,sales,medium,EMP10859
0.73,0.69,3,228,2,0,0,1,sales,medium,EMP10860
0.76,0.94,3,189,3,0,0,0,sales,medium,EMP10861
0.12,0.61,6,257,3,0,0,0,sales,medium,EMP10862
0.2,0.98,3,180,6,0,0,0,sales,medium,EMP10863
0.5,0.77,4,180,3,0,0,0,sales,medium,EMP10864
0.79,0.65,5,215,2,1,0,0,sales,medium,EMP10865
0.96,0.68,3,132,2,0,0,0,sales,medium,EMP10866
0.26,0.69,5,213,2,0,0,0,accounting,high,EMP10867
0.8,0.72,4,173,3,0,0,0,accounting,low,EMP10868
0.43,0.71,3,186,2,0,0,0,accounting,medium,EMP10869
0.87,0.71,4,157,2,0,0,0,hr,medium,EMP10870
0.63,0.75,4,175,4,0,0,0,hr,medium,EMP10871
0.58,0.48,3,135,3,1,0,0,hr,medium,EMP10872
0.2,0.42,4,256,5,0,0,0,hr,low,EMP10873
0.62,0.71,4,268,3,0,0,0,technical,low,EMP10874
0.91,0.94,5,159,3,0,0,0,technical,low,EMP10875
0.66,0.91,3,191,4,0,0,0,technical,low,EMP10876
0.53,0.81,3,275,2,0,0,0,technical,low,EMP10877
0.52,0.98,5,217,2,1,0,0,technical,low,EMP10878
1,0.88,6,201,4,0,0,0,technical,low,EMP10879
0.73,0.67,4,205,3,0,0,0,technical,low,EMP10880
0.65,0.67,3,240,2,1,0,0,technical,low,EMP10881
0.5,0.95,5,137,3,0,0,0,technical,low,EMP10882
0.94,0.59,4,241,2,0,0,0,technical,low,EMP10883
0.48,0.86,5,198,4,0,0,0,technical,low,EMP10884
0.67,0.87,5,254,2,0,0,0,support,low,EMP10885
0.73,0.94,4,262,3,0,0,0,support,low,EMP10886
0.63,0.71,4,244,2,0,0,0,support,low,EMP10887
0.84,0.84,4,266,3,0,0,0,support,low,EMP10888
0.2,0.94,6,191,5,0,0,0,support,low,EMP10889
0.76,0.57,3,148,3,1,0,0,support,low,EMP10890
0.55,0.54,3,233,2,0,0,0,support,low,EMP10891
0.8,0.55,4,178,2,1,0,0,support,low,EMP10892
0.64,0.91,3,165,3,1,0,0,support,low,EMP10893
0.59,0.97,5,179,6,0,0,0,support,medium,EMP10894
0.92,0.98,3,149,3,0,0,0,support,medium,EMP10895
0.75,0.76,3,269,2,1,0,0,technical,medium,EMP10896
0.69,0.74,5,227,2,0,0,0,technical,medium,EMP10897
0.82,0.93,3,247,3,0,0,0,technical,medium,EMP10898
0.88,0.85,3,220,3,0,0,0,management,medium,EMP10899
0.89,0.91,3,233,2,0,0,0,IT,medium,EMP10900
1,0.79,5,171,5,0,0,0,IT,medium,EMP10901
0.66,0.91,4,234,2,1,0,0,IT,medium,EMP10902
0.76,0.92,3,176,2,0,0,0,IT,medium,EMP10903
0.8,0.62,5,190,4,1,0,0,IT,medium,EMP10904
0.58,0.86,4,168,2,0,0,0,product_mng,medium,EMP10905
0.73,0.93,3,205,3,0,0,0,product_mng,high,EMP10906
1,0.73,5,189,3,1,0,0,product_mng,low,EMP10907
0.18,0.9,4,282,4,0,0,0,product_mng,medium,EMP10908
0.47,0.46,2,152,2,0,0,0,IT,medium,EMP10909
0.92,0.64,4,217,4,0,0,0,RandD,medium,EMP10910
0.51,0.5,4,130,3,0,0,0,RandD,medium,EMP10911
0.81,0.62,4,153,4,0,0,0,RandD,low,EMP10912
0.52,0.57,3,270,3,0,0,0,RandD,low,EMP10913
0.95,0.96,3,220,3,0,0,0,RandD,low,EMP10914
0.93,0.64,4,253,3,0,0,0,RandD,low,EMP10915
0.98,0.67,4,209,6,0,0,0,marketing,low,EMP10916
0.79,0.79,4,231,2,0,0,0,sales,low,EMP10917
0.99,0.73,4,240,4,0,0,0,accounting,low,EMP10918
0.64,0.9,5,266,3,0,0,0,support,low,EMP10919
0.54,0.44,3,153,2,0,0,0,technical,low,EMP10920
0.79,0.59,4,187,2,0,0,0,management,low,EMP10921
0.55,0.98,4,185,2,1,0,0,marketing,low,EMP10922
0.18,0.81,4,147,4,0,0,0,marketing,low,EMP10923
0.56,0.81,4,188,3,1,0,0,marketing,low,EMP10924
0.92,0.67,2,252,2,0,0,0,sales,low,EMP10925
0.99,0.75,4,163,2,0,0,0,sales,low,EMP10926
0.77,0.85,4,189,2,0,0,0,sales,low,EMP10927
0.49,0.52,3,156,2,0,0,0,sales,low,EMP10928
0.98,0.58,3,183,3,0,0,0,sales,low,EMP10929
0.18,0.54,6,209,5,1,0,0,sales,low,EMP10930
0.8,0.82,4,271,4,0,0,0,sales,low,EMP10931
0.81,0.77,5,251,2,0,0,0,sales,low,EMP10932
0.13,0.61,5,198,5,0,0,0,sales,medium,EMP10933
0.58,0.97,3,274,4,1,0,1,sales,medium,EMP10934
0.75,0.63,4,209,3,0,0,1,sales,medium,EMP10935
0.8,0.94,4,271,4,0,0,1,sales,medium,EMP10936
0.78,0.6,4,143,2,0,0,1,sales,medium,EMP10937
0.92,0.6,5,236,3,1,0,1,sales,medium,EMP10938
0.85,0.98,5,222,3,0,0,1,sales,medium,EMP10939
0.52,0.63,3,233,3,0,0,1,sales,medium,EMP10940
0.95,0.84,3,270,3,1,0,1,sales,medium,EMP10941
0.81,0.92,5,258,3,0,0,1,sales,medium,EMP10942
0.16,0.82,6,202,4,1,0,1,sales,medium,EMP10943
0.91,0.74,3,150,2,0,0,0,accounting,medium,EMP10944
0.62,0.51,4,193,3,0,0,0,accounting,high,EMP10945
0.24,0.42,5,210,5,0,0,0,accounting,low,EMP10946
0.88,0.51,3,208,3,0,0,0,hr,medium,EMP10947
0.94,0.73,3,196,3,0,0,0,hr,medium,EMP10948
0.76,0.79,5,187,4,0,0,0,hr,medium,EMP10949
0.49,0.67,3,140,2,0,0,0,hr,medium,EMP10950
0.93,0.9,4,256,4,0,0,0,technical,low,EMP10951
0.92,0.66,4,113,3,0,0,0,technical,low,EMP10952
0.19,0.94,4,196,5,0,0,0,technical,low,EMP10953
0.66,0.76,3,170,3,0,0,0,technical,low,EMP10954
0.16,0.94,4,261,6,0,0,0,technical,low,EMP10955
0.83,0.99,5,132,3,0,0,0,technical,low,EMP10956
0.69,0.53,3,153,3,0,0,0,technical,low,EMP10957
0.82,0.53,3,147,3,1,0,0,technical,low,EMP10958
0.88,0.72,5,244,2,0,0,0,technical,low,EMP10959
0.31,0.42,4,108,4,0,0,0,technical,low,EMP10960
0.83,0.49,4,218,2,0,0,0,technical,low,EMP10961
0.94,0.52,5,133,3,0,0,0,support,low,EMP10962
0.65,0.79,5,233,3,0,0,0,support,low,EMP10963
0.6,0.6,4,147,3,0,0,0,support,low,EMP10964
0.52,0.43,3,176,3,0,0,0,support,low,EMP10965
0.66,0.89,4,169,4,0,0,0,support,low,EMP10966
0.87,0.87,4,144,3,0,0,0,support,low,EMP10967
0.2,0.99,5,151,3,1,0,0,support,low,EMP10968
0.63,0.91,4,252,3,1,0,0,support,medium,EMP10969
0.69,0.98,4,180,3,0,0,0,support,medium,EMP10970
0.48,0.61,3,251,3,0,0,0,support,medium,EMP10971
0.8,0.8,4,263,4,0,0,0,support,medium,EMP10972
0.89,0.74,5,260,6,0,0,0,technical,medium,EMP10973
0.67,0.63,3,227,3,0,0,0,technical,medium,EMP10974
0.37,0.86,6,260,3,0,0,0,technical,medium,EMP10975
0.93,0.61,5,158,3,0,0,0,management,medium,EMP10976
0.69,0.52,3,186,3,0,0,0,IT,medium,EMP10977
0.16,0.61,4,171,6,0,0,0,IT,medium,EMP10978
0.81,0.55,3,199,2,1,0,0,IT,medium,EMP10979
0.97,0.63,5,258,2,0,0,0,IT,medium,EMP10980
0.77,0.59,4,273,2,0,0,0,IT,high,EMP10981
0.75,0.78,2,259,3,0,0,0,product_mng,low,EMP10982
0.88,0.82,3,265,3,0,0,0,product_mng,medium,EMP10983
0.43,0.51,5,168,4,0,0,0,product_mng,medium,EMP10984
0.99,0.99,4,163,4,0,0,0,product_mng,medium,EMP10985
0.59,0.65,5,265,3,0,0,0,IT,medium,EMP10986
0.89,0.71,4,190,3,0,0,0,RandD,low,EMP10987
0.54,0.73,3,157,3,0,0,0,RandD,low,EMP10988
0.32,0.86,4,266,4,0,0,0,RandD,low,EMP10989
0.17,0.55,6,240,6,0,0,0,RandD,low,EMP10990
0.78,0.55,3,143,3,0,0,0,RandD,low,EMP10991
0.73,0.68,3,121,5,0,0,0,RandD,low,EMP10992
0.65,0.76,2,170,5,0,0,0,IT,low,EMP10993
0.8,0.71,4,161,4,0,0,0,IT,low,EMP10994
0.61,0.86,3,239,3,0,0,0,IT,low,EMP10995
0.67,0.49,3,224,3,0,0,0,IT,low,EMP10996
0.63,0.57,3,242,3,0,0,0,product_mng,low,EMP10997
0.51,0.58,4,140,2,1,0,0,product_mng,low,EMP10998
0.82,0.59,5,170,3,0,0,0,product_mng,low,EMP10999
0.79,0.67,5,156,2,0,0,0,product_mng,low,EMP11000
0.49,0.6,2,113,5,0,0,0,IT,low,EMP11001
0.7,0.59,3,138,3,0,0,0,RandD,low,EMP11002
0.13,0.5,3,137,5,0,0,0,RandD,low,EMP11003
0.83,0.52,5,217,3,0,0,0,RandD,low,EMP11004
0.83,0.91,3,155,3,0,0,0,RandD,low,EMP11005
0.19,0.83,5,280,4,0,0,0,RandD,low,EMP11006
0.8,0.81,5,248,2,1,0,0,RandD,low,EMP11007
0.49,0.67,2,190,8,0,0,0,marketing,medium,EMP11008
0.92,0.99,3,176,8,0,0,0,sales,medium,EMP11009
0.81,0.55,4,217,8,0,0,0,accounting,medium,EMP11010
0.62,0.91,3,269,8,0,0,0,support,medium,EMP11011
0.21,0.7,3,238,8,0,0,0,technical,medium,EMP11012
0.95,0.74,5,243,6,0,0,0,management,medium,EMP11013
0.51,0.8,4,198,6,0,0,0,marketing,medium,EMP11014
0.52,0.89,3,188,6,0,0,0,marketing,medium,EMP11015
0.64,0.56,3,257,6,0,0,0,marketing,medium,EMP11016
0.62,0.79,4,268,6,0,0,0,sales,medium,EMP11017
0.73,0.88,5,233,4,1,0,0,sales,medium,EMP11018
0.32,0.86,4,214,5,0,0,0,sales,medium,EMP11019
0.78,0.96,2,285,3,0,0,0,sales,high,EMP11020
0.65,0.91,4,224,2,1,0,0,sales,low,EMP11021
0.56,0.92,4,224,3,0,0,0,sales,medium,EMP11022
0.96,0.89,3,142,4,0,0,0,sales,medium,EMP11023
0.79,0.82,4,220,3,0,0,0,sales,medium,EMP11024
0.66,0.58,4,244,3,0,0,0,sales,medium,EMP11025
0.67,0.68,4,171,3,0,0,0,sales,low,EMP11026
0.86,0.82,4,274,2,1,0,0,sales,low,EMP11027
0.57,0.72,4,214,2,1,0,0,sales,low,EMP11028
0.86,0.87,5,171,2,0,0,0,sales,low,EMP11029
0.52,0.59,5,150,2,0,0,0,sales,low,EMP11030
0.73,0.61,4,260,2,1,0,0,sales,low,EMP11031
0.78,0.63,5,259,3,0,0,0,sales,low,EMP11032
0.95,0.63,3,153,2,0,0,0,sales,low,EMP11033
0.75,0.61,3,263,3,0,0,0,sales,low,EMP11034
